text,label
on the surface a silly comedy ,Positive
 167 Brian 167 that`s 1...6....7 followers count them and weep. And they ALL know who is the buzz champion by now,Neutral
"I want to see Terminator, but everyone`s already seen it",Neutral
"Friday yay!! And a bonus, don`t have to drive to Wales tonight.  Athough will miss kitten cuddles and going for a ride",Positive
working weekend it looks like,Neutral
On my deck... Perfect weather today! Not feeling good tho...,Neutral
"It's hard not to enjoy this well written, easily readable book on baseball's best players of the past 50 years. Lively anecdotes plus comprehensive (but not boring) analysis shows exactly why these are the best players of the game. I got a kick out of remembering a lot of things I had almost forgotten, like just how good Bob Gibson was. Some of the facts are amazing, like that in the last two years Sandy Koufax pitched, there were 8 games where the Dodgers only scored one run for him--but he won 4 of them. This book also avoids wallowing in sex and drug garbage. It's a baseball book, not National Enquirer. Balanced, interesting, a really solid piece of work.",Positive
"an energetic , violent movie with a momentum that never lets up ",Positive
i`m so tired  of being sick ALL the time!!!!,Negative
Ugh sittin at work waiting for the carpets to be cleaned.  I was suppose to be out by 7,Negative
"yes! its finally friday, and im stuck doing projects",Negative
Theyre sappin mah sentry! errr yea... i`m without power at home right now,Neutral
"Happy 'Star Wars' Day, Twitters.  http://migre.me/SiE :*",Positive
"is duly impressive in imax dimensions , as are shots of the astronauts floating in their cabins . ",Positive
"Good am all..: hanging out with ma dad 2day, looking for a job still..",Positive
Ohh boy my babys tooth came out !,Negative
"some of the computer animation is handsome , and various amusing sidekicks add much-needed levity to the otherwise bleak tale , but overall the film never rises above mediocrity . ",Negative
 I`ll try..blah! Thanks  what are u up to today?,Neutral
winning tone ,Positive
tv episodes ,Positive
is definitely a director to watch . ,Positive
"The water tastes good, very natural. Like the fact that it is not sweet. Quite addictive. A little on a pricey side for what it is. Packets are small and go fast.",Positive
"still up, JUST GOT HOME.  ready to go to sleep..",Neutral
borscht ,Negative
of a movie saddled with an amateurish screenplay ,Negative
will love its fantasy and adventure ,Positive
"is a beautiful , aching sadness to it all . ",Positive
"I hate being reminded how weak my eyes are  I overdid reading today, they`re sore as ****. Going to rest. -sigh-",Negative
ill at ease sharing the same scene ,Negative
one spectacularly ugly-looking broad ,Negative
Thes shoes are fabulous; very sexy and comfortable for high heels! I love the shiny patent leather look to them; it brings just a little more attention to my legs. These are true to size and the straps don't dig into my feet.,Positive
 That sounds cool! And you`re paying - even better,Positive
silly summer entertainment ,Positive
"well , it 's probably not accurate to call it a movie ",Negative
Ugh! I just realized that I have to completely redo my tweetdeck groups! Pains of computer being wiped clean!,Negative
few things in this world more complex -- ,Positive
"a confluence of kiddie entertainment , sophisticated wit and symbolic graphic design ",Positive
 you own a didgeridoo?!?!,Neutral
"( denis ' ) story becomes a hopeless , unsatisfying muddle ",Negative
are until the film is well under way -- and yet it 's hard to stop watching ,Positive
made a little cover for my iphone.  the birds aren`t upside down on the back  http://twitpic.com/67tp9 & http... http://bit.ly/FjeAm,Neutral
a flick boasting this many genuine cackles ,Positive
"Ok, shortened urls are fine and all but, please, give me more context other than just 'cool'. Not everyone has 'url-auto-expand'",Neutral
even if it may still leave you wanting more answers as the credits ,Negative
farm melodrama . ,Negative
frustrated ,Negative
"that between the son and his wife , and the wife and the father , and between the two brothers , ",Positive
a forceful drama of an alienated executive who re-invents himself ,Positive
Argh noo! Missed The Killers on Wossy!  That sucks! Missed out on Brandon. Total failure! Anyone know if it`s repeated? Must investigate!,Negative
"shyamalan offers copious hints along the way -- myriad signs , if you will -- that beneath the familiar , funny surface is a far bigger , far more meaningful story than one in which little green men come to earth for harvesting purposes . ",Positive
Unstable broadband and electricity taking toll on my mental stability.,Negative
 i tried. and failed,Negative
work better as a real documentary without the insinuation of mediocre acting or a fairly trite narrative ,Negative
will likely set the cause of woman warriors back decades . ,Negative
"I forgot, Happy Mom`s day.",Positive
"As a student of opera, I found this work to be incredibly inspiring and entertaining. Menotti is one of my favorite composers and is becoming more so every day. Not only is the opera wonderful but the cast on this CD is remarkable. My collection would not be complete without it.",Positive
"I bought this book hoping it would tell me about what certain tattoos say about the people who get them. All this book does is give short, undramtic and plain historical references to cetain symbols, and of no value to me or anyone else. Don't buy this book; it won't capture your interest for 10 minutes.",Negative
"so beautifully acted and directed , it 's clear that washington most certainly has a new career ahead of him if he so chooses . ",Positive
 YEAY!. haha. thank you so much jiah,Positive
" i`m just starting it brinn, guess what?? i get my laptop back  but i can`t use the messenger, hate it.",Negative
_nobel ? ? ?????????????  = ?????? ?????? ?????? ?? ????,Neutral
it takes its techniques into such fresh territory that the film never feels derivative ,Positive
"crossing-over mumbo jumbo , manipulative sentimentality ",Negative
 then your gaaay!,Neutral
implodes ,Negative
best film ,Positive
like a cold old man going through the motions . ,Negative
two tedious ,Negative
Listening to Yultron!!,Neutral
" I wanted to, but I sadly work today.  Normally, I don`t work Fridays, either.",Negative
of major acting lessons and maybe a little coffee ,Negative
"I picked this book up, hot off the press, at a conference on wilderness at the University of Utah. I couldn't put it down. Unlike so many other books on environmental issues that are either dry or grim, this one is lively, witty, colorful, and lyrical. Above all, it is inspiring. People who care about the quality of life on earth get caught up playing defense, so it is refreshing to hear about those who have bold and proactive ideas who are going forward. I like it when an author makes me see the world differently and this book did that. Ward's first book, ""Canaries on the Rim,"" is a gem - a classic - that never got the attention it deserves. I hope this one is widely read.",Positive
of minor shortcomings ,Negative
as it is flawed ,Negative
just woke up from a delightful nap. I can`t desribe how much success is involved in an 8am nap on sat night....need rhubarb now,Positive
I just want  to Sleep.,Neutral
" actually, i play keyboards for pohaku lol. we played a 12st bday earlier and now i`m spinning at the shack",Neutral
that sends you out of the theater feeling ,Positive
 my sentiments exactly,Neutral
"recommended -- as visually bland as a dentist 's waiting room , ",Negative
"Welcoming new #followers: , ,   ,  & . Thanks for the love. Tweet on!",Positive
an exercise in cynicism every bit as ugly as the shabby digital photography and muddy sound . ,Negative
plots that never quite gel ,Negative
"forbidden love , racial tension , and other issues that are as valid today ",Positive
"tell you how tedious , how resolutely unamusing , how thoroughly unrewarding all of this is , and what a reckless squandering of four fine acting talents ",Negative
disney scrape the bottom of its own cracker barrel ,Negative
a woozy quality ,Negative
"a fluid , no-nonsense authority ",Positive
"jump cuts , fast editing ",Negative
"an intensely lived time , ",Positive
Sick  Right now very thankful for my chicken soup and my bed!,Neutral
pretend like your sat scores are below 120 and ,Negative
"pique your interest , your imagination , your empathy or anything , ",Positive
 try being my height in small cars  not much fun specially on bumbpy country roads! haha,Negative
Happy monday  up and about going to tavares today. Hope everyone has a blessed day!,Positive
could not stand them ,Negative
at work,Neutral
"This is my 5th GBA purchase and man is it fun!I previously bought F-Zero X which I still thoroughly enjoy, although Mario is is definitely the better game.Mario Kart/F-Zero X Comparison:Mario Kart | F-Zero X |=========================================|Graphics: | 5 Stars | 4 Stars |Sound: | 3 Stars | 4 Stars |Physics: | 5 Stars | 5 Stars |Scroll Speed:| 3 Stars | 5 Stars |Overall Fun: | 5 Stars | 4 Stars |The ""easy"" level is a good entry point which can be beaten faily quickly, but the harder levels will have you tearing your hair out!If you are one of these people who are prone to throwing their controllers in frustration, then DON'T BUY THIS GAME.",Positive
"the acting is amateurish , the cinematography is atrocious , the direction is clumsy ",Negative
"I did not receive the video I ordered. The video I received was with Nancy Carrigan - this is the introductory video that came with the purchase of the Reebok slide board. I wanted the video shown, the video I had ordered. I am highly disappointed and will never use this site again.",Negative
woefully hackneyed ,Negative
"thanks to its cast , its cuisine and its quirky tunes ",Positive
"as you might to scrutinize the ethics of kaufman 's approach , somehow it all comes together to create a very compelling , sensitive , intelligent and almost cohesive piece of film entertainment ",Positive
keep the proceedings as funny for grown-ups as for rugrats ,Positive
of the killing field and the barbarism of ` ethnic cleansing ,Negative
Yao...broken foot...so much for that series  Denver`s next,Negative
creatively stillborn ,Negative
come to earth ,Positive
"OK, time to head into Urban Outfitters to see what catches my eye, then head home, since this rain is hindering any more pics for the day",Neutral
"nicolas cage is n't the first actor to lead a group of talented friends astray , ",Negative
for the complicated love triangle that develops between the three central characters ,Positive
` post-feminist ' romantic comedy that takes an astonishingly condescending attitude toward women ,Negative
"Nooo! I`m ill  Must Have Paracetamol! Nice weather today, though.",Neutral
 awww boo! I **** lovee doing all the girly thingss,Positive
 OMG I am @ the hair salon. *tears*  I hope I get out of here soon. We watching the Real House wives of NYC in here.,Positive
OMG - Madness Just Came On The Radio,Negative
"New Marble Cheese Slicer Cutter w/ Spare Wires 3 lbAm happy to have received this. I had one for years, but to order just the wires cost as much as buying this one. It does have extra wires. It arrived fast and in ready to use condition.",Positive
worse stunt editing or cheaper action movie production values than in extreme ops ,Negative
Pretty  is it long or short? Sparkly or shiny? Lol,Neutral
works the way a good noir should ,Positive
 got it i`ll send you an email in a lil bit i have a lot to say,Neutral
worth a salute just for trying to be more complex than your average film . ,Positive
this flick is about as cool and crowd-pleasing as a documentary can get . ,Positive
 we watched the today show(: we didnt see you though,Negative
I LOVE CHICAGO.   Tonight was AMAZING!!,Positive
"the horizons of boredom to the point of collapse , turning into a black hole of dullness , from which no interesting concept can escape ",Negative
 switch to something else then,Neutral
by the end you ca n't help but feel ` stoked . ' ,Positive
's about issues most adults have to face in marriage ,Negative
 hey  how are you?  x,Neutral
"I have been looking for this video for nine months and I strongly believe if someone puts it back on the market they will make a lot of money. Yoga with Raquel Welch is a life time experience unlike all these other actors whom are redundant. Let's face it Raquel's video was made years ago and that is what makes it unique..Should anyone find one please advise, my mother want's it desperately. Thanks!",Positive
this loser ,Negative
 oh suuuuuuuure...rub it in why don`t ya!!!!!!!!! LOL Enjoy!,Positive
super bored on a friday night,Negative
Yikes. That poor girl on BGT. That was quite hard to watch,Negative
"funny , somber , absurd , and , finally , achingly sad , bartleby is a fine , understated piece of filmmaking . ",Positive
I dont know where to get my hair cut!,Neutral
"young , black manhood that is funny , touching , smart and complicated ",Positive
Hello everyone im just sitting here rocking out to 9412 sam on the air The best classic rock station on twitter here,Positive
"natalie babbitt 's gentle , endearing 1975 children 's novel ",Positive
of this reactionary thriller ,Positive
"acted and directed , it 's clear that washington most certainly has a new career ahead of him if he so chooses . ",Positive
with so much first-rate talent ,Positive
wit and interesting characters ,Positive
it a failure as straight drama ,Negative
nicholson 's understated performance is wonderful . ,Positive
"Once again another late night.  But I scored a mojito, so ...",Neutral
 sorry didn`t get to see you,Negative
conservative christian parents and ,Positive
barker movie ,Positive
_lu I must be getting old and bent: that is the second thing you`ve said in the last couple of days that has not really been a turnon,Negative
been immersed in a foreign culture only to find that human nature is pretty much the same all over ,Positive
 Oh...ok...didn`t know that.,Neutral
"it 's hard to quibble with a flick boasting this many genuine cackles , but ",Positive
a movie like the guys is why film criticism can be considered work . ,Negative
to a problem hollywood too long has ignored ,Positive
of its plot contrivances ,Negative
", the new film is a subzero version of monsters , inc. , without the latter 's imagination , visual charm or texture . ",Negative
"Omnomnom    JUST came online to 69 unread emails, as well as my backlog from yesterday  http://tinyurl.com/lxjdjc",Neutral
"give his audience a single character worth rooting for ( or worth rooting against , for that matter ) ",Negative
fast-paced ,Positive
with an obvious rapport with her actors and a striking style behind the camera ,Positive
I bought this believing it was a dvd lesson video that would come with a tab booklet like they usually do. Low and behold I find out this didn't after receiving it. I investigated into why not and found out this isn't considered a lesson dvd. This is a video of him basically playing and talking about his technique and whatnot. Apparently dvd's put out under the Vestapol label of Stefan Grossmans label are not instructional videos. Nowhere did it states this when I bought this. So I say don't waste your money like I did. You can find enough stuff of him on youtube and basically learn the same thing in this video. I gave it one star because that was the lowest they have.,Negative
"I liked little about this book. It was too topical, the characters were too extreme, it was hard to care about any of the characters, and things were just way too conveniently wrapped up. For me, a book should open a door to new ways of thinking or new insights about the world. The book failed miserably in this regard.",Negative
"it 's mildly interesting to ponder the peculiar american style of justice that plays out here , but ",Positive
Again.. check out http://www.myspace.com/therealfunkymonkey  ....these guys rock this one too  ? http://blip.fm/~5jkbc,Positive
stand as intellectual masterpieces next to the scorpion king . ,Positive
but thoroughly satisfying entertainment ,Positive
are limited and so embellished by editing that there 's really not much of a sense of action or even action-comedy . ,Negative
a smile ,Positive
"I would rate this book 4 out of 5 stars. I rated this 4 stars because it was a great book, but it wasn't the best book I ever read. I would recommend this book for people who like dogs and who would like to find out how the protagonist(Opal) finds a dog. Opal, the protagonist, is very caring. She claimed a dog that was about to go to the pound. At first the antagonist, known as the Preacher, didn't let Opal keep the dog. It was a good book and I recommend it.",Positive
"the lustrous polished visuals rich in color and creativity and , of course , ",Positive
of a film that 's rarely as entertaining as it could have been ,Negative
What`s with the mass exodus from work at half three?  It makes me sad,Negative
from ,Negative
new treasure ,Positive
is an ` action film ' mired in stasis . ,Positive
Very bad things.......I need to stop thinking!,Negative
hilarious and ,Positive
of its lurid fiction ,Positive
of psychopathic pulp ,Negative
ready to go home,Neutral
best part ,Positive
cool ? ,Positive
", clever ",Positive
got it? good. HAPPY MOTHERS DAY!,Positive
"energy , intelligence and verve , enhanced by a surplus of vintage archive footage ",Positive
keenly observed and refreshingly natural ,Positive
I don`t think so  what time are we leacing,Neutral
"It was missing side panels, and took 2-weeks to get replacement parts, so pool & deck time lost. Plus it cannot be sat on by 2-people it looks good, but will not hold 1 weighty person or 2-people light.",Negative
"if you 're content with a clever pseudo-bio that manages to have a good time as it doles out pieces of the famous director 's life , eisenstein delivers . ",Positive
has a great cast and a great idea . ,Positive
" me too.  I was in Florida last weekend for the rain.  Came back home to RI, rain.  Terrible",Negative
"unfortunately , it 's also not very good . ",Negative
A lovely couple of days with friends from Wolverhampton. At least the weather improved for their last day today. On call tomorrow,Positive
I expected that these would be fullscreen video similar to what came with the concert DVD of Fallen. This video quality is worse then whats available on most web sites.,Negative
takes a hat-in-hand approach to rowling that stifles creativity and allows the film to drag on for nearly three hours ,Negative
Did not feel like getting up,Negative
constantly looking at the clockkk..come on 11pm!,Neutral
"is completely lacking in charm and charisma , ",Negative
on different levels ,Positive
"leave the auditorium feeling dizzy , confused , and totally disorientated ",Negative
This song is a slap on you face!!  ? http://blip.fm/~5jib6,Negative
have that kind of impact on me these days ,Positive
"I was under the assumption they were Kraft caramels. Not even close. These have barely any flavor and a waxy, hard consistency. Total waste of money. Next time I will make sure what brand I'm purchasing.",Negative
losin ' ,Negative
"works even without vulgarity , sex scenes , and cussing ",Positive
  totally missed the chatroom. I`m so lame,Negative
of how sandler is losing his touch ,Negative
as if it were an obligation ,Negative
Craziier are off of msn!,Neutral
consistent with the messages espoused in the company 's previous video work ,Positive
makes you believe the cast and crew thoroughly enjoyed themselves and believed in their small-budget film ,Positive
at homee. bored plzz! someone txt me about doing something this weekend.,Negative
it is refreshingly undogmatic about its characters . ,Positive
the unsalvageability ,Negative
"thrill you , touch you ",Positive
the thrills pop up frequently ,Positive
remember back when thrillers actually thrilled ,Negative
the relationship between reluctant ,Positive
are just two of the elements that will grab you ,Positive
 Equations and graphs,Neutral
infuses ,Positive
Work soon. Lame going to miss the   Go Lakers! Hope you win!!!!,Negative
effectively chilling ,Positive
"I am a recent convert from Evangelical Christianity to the Catholic Church. I read James McCarthy's previous book, The Gospel According to Rome, in a desperate attempt to find a refutation of Catholic exegesis of Scripture before my entrance into the Church.So when I had a chance to buy this book I read it with interest. James McCarthy still does not refute Catholic interpretation of scripture but he and Fr. John honestly express their differences in a charitable way. This book will definitely help both faith traditions better understand each other.",Positive
the theater wondering why these people mattered ,Negative
"the film 's plot may be shallow , but you 've never seen the deep like you see it in these harrowing surf shots ",Positive
Struggling...selfishness and jealousy doesn`t get you any further in life... ohh myyy,Negative
what a great day for a massage! book your appointment today  617-262-2220,Positive
 I spell my name alyson too! Aly for short! We spell it the best,Positive
do justice to either effort in three hours of screen time ,Positive
pow ,Positive
" yeah, still waitin`",Neutral
"a sharper , cleaner script ",Positive
everlasting ,Positive
"feels as if ( there 's ) a choke leash around your neck so director nick cassavetes can give it a good , hard yank whenever he wants you to feel something . ",Negative
"August 2002: Rockstar does have a lot riding on them with this new GTA, considering that 3 was such a success. So if this new one is anything like 3....oh man. Then this game is going to kick some major...b. . . =P I am ectastic about it; I cannot wait!!! It looks freaking great by the packaging image, which is taunting me....December 2003: To update this review, now that the game is out and I have played it many, many times, I must say that it is everything GTA3 was and more. Better weapons, better transportation. If you liked GTA3, you will, no doubt, like this.",Positive
Playing cards with my niece.,Neutral
pummel us ,Negative
is too long with too little ,Negative
 sorry I didn`t message you yet... I couldn`t get my thoughts straight. But tomorrow I`ll try  goodnight,Neutral
first-time director joÃÂÃÂÃÂÃÂ£o pedro rodrigues ' unwillingness to define his hero 's background or motivations becomes more and more frustrating as the film goes on . ,Negative
she 's cut open a vein ,Negative
probably should ,Positive
of creative belly laughs ,Positive
gosh! i`m freakin` bored! talk to me!,Negative
 YEP  it`ll be awesome to the max =] haha,Positive
", time out offers an exploration that is more accurate than anything i have seen in an american film . ",Positive
"Well, my aunts dog died. I understand how devastated she is. I`ll probably head over there soon for support",Negative
" hi there, nice to meet you.  I am new to twitter and I guess you are too?",Positive
"has the air of a surprisingly juvenile lark , a pop-influenced prank whose charms are immediately apparent and wear thin with repetition . ",Negative
"Aw man, Half Term isn`t long enough    lol!",Negative
I`m not sleeping at all until  accepts my appology,Negative
is new to twitter and has no friends here... or should i say followers?,Neutral
 i know im inlove with   actually..,Positive
"upon which to hang broad , mildly fleshed-out characters that seem to have been conjured up only 10 minutes prior to filming ",Negative
the content is n't nearly as captivating as the rowdy participants think it is . ,Negative
"it ends up being neither , and fails at both endeavors . ",Negative
"A lifelong Christian Scientist and academic, I find Ms. Fraser's book misses the mark in virtually every respect. One who does not state correctly the basic facts and principles of any topic loses credibility when evaluating it. Every religion, however, has attackers and apologists. Also in the mix are individuals who will gather information widely and reach their own conclusions. To them I recommend SCIENCE AND HEALTH WITH KEY TO THE SCRIPTURES, the textbook of Christian Science by Mary Baker Eddy, as a good place to begin.",Negative
is in his element ,Positive
It`s Hollie spelt with an `ie` not a y!! She made me cry on BGT tonight  Gxx,Negative
Well off 2 bed...cant wait 2 party 4 Mother`s Day in like 14 hours or so,Positive
"fun , popcorn movies ",Positive
Is tired! And is gonna go to bed now!,Negative
"before quickly losing its focus , point and purpose in a mess of mixed messages , over-blown drama and bruce willis with a scar ",Negative
one 's imagination will lead when given the opportunity ,Positive
enriched by a strong and unforced supporting cast . ,Positive
"atrociously , mind-numbingly , indescribably bad ",Negative
its ÃÂÃÂÃÂÃÂ©lan ,Positive
"'ve marveled at disney 's rendering of water , snow , flames and shadows in a hand-drawn animated world ",Positive
 Sounds good to me!  Taylor + Kellie on tour together is just pure genious!,Positive
not number 1 ,Negative
vibrantly colored ,Positive
look sophisticated ,Positive
used my two hours better watching being john malkovich again ,Negative
the sad cad that really gives the film its oomph ,Positive
braveheart as well as ,Positive
at least a decent attempt at meaningful cinema ,Positive
" Ahhh!  OK, remember the film now.  Never saw it though, will have to check it out. Thanks",Positive
 why go winchester when my sister doesnt go there any more!   bad times.. x,Negative
"Ugh I have a hedache; I may be cheap, but **** **** I still have class with how I roll",Negative
Surgery when I wake up,Neutral
"newcastle , the first half of gangster no. 1 drips with style and ",Positive
a frustrating patchwork : an uneasy marriage of louis begley 's source novel ( about schmidt ) and ,Negative
_michele but sometimes not having to say nice things all the time is kinda fun  *teehee*and now I`ll put this back on as well *halo*,Neutral
"a ` girls gone wild ' video for the boho art-house crowd , the burning sensation ",Negative
" hey adt, guess what. my princelple`s number plate is adtÃÂÃÂÃÂÃÂ¯ÃÂÃÂÃÂÃÂ¿ÃÂÃÂÃÂÃÂ½000 well its not 000, i just dunno the numbers.",Neutral
", and motorcycles ",Positive
serious and thoughtful . ,Positive
sometimes both ,Positive
rash ,Negative
the mood for an intelligent weepy ,Positive
a fast-moving and cheerfully simplistic ,Positive
" eesh, sorry to hear that. That isn`t going to make travel to Michigan very fun.",Negative
"is cruel , misanthropic stuff with only weak claims to surrealism and black comedy ",Negative
ambiguous enough to be engaging and ,Positive
Is sad when people`s phones are dead,Negative
your disgust and your indifference ,Negative
"loses its sense of humor in a vat of failed jokes , twitchy acting , and general boorishness ",Negative
With matt.,Neutral
obligatory cheap ,Negative
implicitly acknowledges and celebrates the glorious chicanery and self-delusion of this most american of businesses ,Positive
masterpiece ' and ` triumph ' ,Positive
"enjoyable , if occasionally flawed , experiment ",Positive
"ultimately , the film never recovers from the clumsy clichÃÂÃÂÃÂÃÂ© of the ugly american abroad , and the too-frosty exterior ms. paltrow employs to authenticate her british persona is another liability . ",Negative
desperately ,Negative
stimulate ,Positive
adorns his family-film plot with an elegance and maturity that even most contemporary adult movies are lacking ,Positive
working from home and ran out of coffee!,Negative
it 's incredible the number of stories the holocaust has generated . ,Positive
top-billed star bruce willis ,Positive
virus hunting on computer - always wondering what it will destroy,Negative
 the exact one i was thinking of  the bestttt.,Positive
the pitfalls ,Positive
big fat liar is a real charmer ,Positive
mozert requiem tonight,Neutral
"( director ) o'fallon manages to put some lovely pictures up on the big screen , but his skill at telling a story -- he also contributed to the screenplay -- falls short . ",Negative
", unlike those in moulin rouge , are crisp and purposeful without overdoing it ",Positive
a mobius strip ,Positive
"an unflinching , complex portrait of a modern israel that is rarely seen on-screen . ",Positive
beautiful film to watch ,Positive
"Excellent CB for the money. I installed it in my Wrangler, behind the tuffy console. I mated it with a tunable Firestik firefly on the front bumper. SWR around 1.5. Works great.",Positive
exceptional to justify a three hour running time ,Positive
_W wow-thanks soo much. Hope your well,Positive
"BBQ`s gone well ! Weather stayed good which is a right bonus. Just off to bed, training in the morning at 06:30 then work",Neutral
Please everyone to vote for me to become the next Maxim Coors Caddy girl...only takes a few minutes  http://tinyurl.com/dloeyu,Neutral
its own good ,Positive
put ad on craigslist/Quebec 4 tan salad plates with bird drawings  can only do 1 area @ time. I still need 3 more. Got 2 at my Tuesday AM,Neutral
"tells a sweet , charming tale of intergalactic friendship ",Positive
"John, are you sure we aren`t mtb?",Neutral
"makes for perfectly acceptable , occasionally very enjoyable children 's entertainment . ",Positive
The Kohler K-2210-N-0 is advertised as having an overflow. Not only here on Amazon but also on the Kohler website and every other site the sells it.So either Kohler doesn't know what features the put in their products or Amazon isn't selling the model they say/think they are as this did not come with an overflow.I gave it two stars as it's not as advertised.,Negative
to a higher level ,Positive
is inane and awful ,Negative
has so many flaws it would be easy for critics to shred it . ,Negative
"dong never pushes for insights beyond the superficial tensions of the dynamic he 's dissecting , ",Negative
"_ I`m good thanks! Did you have a good drive? Careful with your blackberry, we don`t want you getting screamed at",Positive
"so sloppy , so uneven ",Negative
NCP no longer has job placement,Negative
bogged down ,Negative
preachy and clichÃÂÃÂÃÂÃÂ©d ,Negative
a sleek advert ,Positive
I dont wanna im to spanish today,Negative
"a completely honest , open-hearted film ",Positive
takes no apparent joy in making movies ,Negative
"warm , moving ",Positive
"this obscenely bad dark comedy , ",Negative
 you`re just unhappy to return to occupying the same city as me  I am cry now too.,Negative
a suspenseful spin on standard horror flick formula ,Positive
http://twitpic.com/67fcj - what i have to resort to wearing today cause i haven`t finished my laundry. lol.,Positive
"I read Green Mars because it is a recent Hugo Award winner, and I read Red Mars because it precedes Green Mars. The books document the first 150 years after manned landing on Mars and detail its colonization and terraformation, and wars between settlers on Mars and Earth. I found both books to be pretty boring. The characters are actually quite well-developed---four-dimensional---but not one is very likable. The descriptions of the technologies that allow the settlers to colonize Mars, terraform it, and prolong their lives are fascinating and seem well-studied. However, many interesting plots are introduced and then allowed to fade away, including the murder that opens the first book and the mystical powers of the Mars-born Nirgal that open the second book. There are long, drawn-out passages describing the Martian landscape, its history, and its natural versus its man-influenced evolution. If I read Blue Mars, it will only be to say I read all three.",Negative
"will earn her share of the holiday box office pie , although this movie makes one thing perfectly clear ",Positive
one decent performance from the cast and ,Positive
this utterly ridiculous shaggy dog story as one ,Negative
"what 's so fun about this silly , outrageous , ingenious thriller is the director 's talent . ",Positive
poor baby girl chloe is freaking out because of all of the noise!  She so cute and pitiful hiding under the middle of the table!,Neutral
", overall it 's an entertaining and informative documentary . ",Positive
're never quite sure where self-promotion ends and the truth begins ,Negative
 I will take a pic for you,Neutral
i wanna leave work already! Not feelin it 2day,Negative
" o_O thats cool. Dang, iHave to clean my room now  lol, but good luck w/those jobs gurl",Positive
 demi if you can i think itd be amazing if you covered thats what you get by paramore haha im sure you know it,Neutral
"inept direction , ",Negative
"I think the 2 songs in Jade`s CD are ""Lookin Good"" ang ""So What"".Maybe.But hey Hannah.I dont know where is Lisa and ****MY SCENE QUEEN**** right now.I think they are gone.I asked them about where are they now on MSGH Chelsea doll.They havent gave me an anwser.Thats wierd.But hey.I didn`t meen to be mean on the review at Aidan.I think that he was gross and wierd to me.In my opinion you know.I didn`t meen to be mean.Every one has his or her opinion.I am getting this Jade and Bratz Campfire Phoebe.Maybe Bratz Rock Angelz Cloe.I don`t know yet,and the Bratz Rock Angelz music CD.I think ""Who I am"" and ""Stand Out"" are not cool in my opinion.I think ""It Could Be Yours"" will be super.I realy need to hear it all.By the way.This doll is super gorgeous.I hope that I will get her,and get my first Bratz doll.SARA SIBLINI!!!MY SCENE LOVER!!!BRATZ LOVER!!!*FOREVER*",Positive
as epic tragedy ,Negative
Really good night,Positive
stock up on silver bullets for director neil marshall 's intense freight train of a film . ' ,Positive
infectiously enthusiastic ,Positive
"one well-timed explosion in a movie can be a knockout , but a hundred of them can be numbing ",Negative
just becomes sad ,Negative
"an entertaining , if ultimately minor , thriller . ",Positive
LOVED 'Drag Me To Hell' and 'Up'...yeah my Spend the Day Studying plan didn`t happen,Neutral
why won`t the kids sleep,Negative
the queasy-stomached critic who staggered from the theater and blacked out in the lobby ,Negative
has you study them ,Positive
I think I might like Twiterfon better than Tweetie now. Recent upgrades from Twiterfon have been great! None from Tweetie,Positive
"bailter space is the first new zealand band i ever heard...bought their _wammo_ after hearing a song i really liked on a matador records compilation. this is supposed to be their masterpiece, but i can't really get into it. when i bought it, i was already in the thick of my kiwi rock obsession (i still am), and this just kinda pales in comparison to the really great first wave of kiwi underground acts, like the chills, the bats, the verlaines, and the clean. it's very spacey, very guitar-oriented, and deserves a few more listens. it's a good record, if a slight disappointment.",Positive
 _lord Can`t we just all get along?,Negative
"but taken as a stylish and energetic one-shot , the queen of the damned can not be said to suck . ",Positive
the hours is one of those reputedly `` unfilmable '' novels that has bucked the odds to emerge as an exquisite motion picture in its own right . ,Positive
"realism , crisp storytelling and radiant ",Positive
" Ha, yea you are so not allowed days of rest, way too many interesting ideas to incorporate into tweetdeck",Positive
the men and machines behind the curtains of our planet ,Positive
never inspires more than an interested detachment . ,Negative
quirkily appealing ,Positive
Doin` the Crocodile Rock,Neutral
vein ,Positive
 Weird! Maybe all the updates just aren`t being sent to my phone  Haha,Negative
coal is n't as easy to come by as it used to be and this would be a worthy substitute for naughty children 's stockings . ,Negative
"_Beez - I`m 20% hetero-challenged, but still didn`t care for 'Milk'... I thought it was boring.",Negative
is deadly ,Negative
in denial about ,Negative
"The Emergence of Everything is a thoroughly researched, highly intelligent treatment of a fascinating subject. But this densely composed treatise is not for everyone. In my opinion, Dr. Morowitz's book would especially reward readers who already possess a solid background in the history and philosophy of science. Others may find themselves in over their heads. For those interested in this intriguing phenomenon who are looking for a more accessible introduction to the topic, I would recommend Steven Johnson's well-written, comprehensive 'Emergence: The Connected Lives of Ants, Brains, Cities, and Software.'",Positive
" Im feeling sad, not likeing my new haircut",Negative
also the unique way shainberg goes about telling what at heart is a sweet little girl ,Positive
worthy of her considerable talents ,Positive
restrained and subtle ,Positive
does n't really know or care about the characters ,Negative
it finds a nice rhythm . ,Positive
in the same old story ,Negative
"during which you want to bang your head on the seat in front of you , at its cluelessness , at its idiocy , at its utterly misplaced earnestness ",Negative
are canny and spiced with irony . ,Positive
Getting ready to go study outside while having some fun in such a nice sunny day.,Positive
What better way to spoil mum than to let her kick back and relax over a nice meal and a bottle of her favorite wine? Our wine was a red,Positive
